Segmentation,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,KMCluster,HCCluster
C,467380,Female,Yes,56,Yes,Artist,0.0,Average,4.0,Cat_6,3,3
A,465842,Female,No,36,Yes,Entertainment,10.0,Low,2.0,Cat_6,2,7
A,464622,Female,No,30,No,Healthcare,8.0,Low,3.0,Cat_6,6,5
D,462083,Male,No,19,No,Healthcare,1.0,Low,5.0,Cat_6,5,4
A,460910,Male,No,27,Yes,Healthcare,0.0,Low,2.0,Cat_6,7,8
A,460255,Female,No,38,Yes,Doctor,14.0,Low,1.0,Cat_6,2,7
C,460109,Male,Yes,46,Yes,Artist,8.0,Average,2.0,Cat_6,4,1
B,464306,Male,No,29,Yes,Artist,3.0,Low,1.0,Cat_6,7,8
B,466835,Male,Yes,51,No,Entertainment,1.0,Average,4.0,Cat_7,1,6
A,465192,Male,Yes,55,No,Artist,0.0,Low,1.0,Cat_6,1,6
A,463380,Female,Yes,69,Yes,Engineer,1.0,Low,1.0,Cat_3,3,3
C,462391,Female,No,26,No,Healthcare,1.0,Low,8.0,Cat_7,6,5
A,467086,Female,Yes,83,Yes,Lawyer,0.0,Low,3.0,Cat_6,3,3
D,460306,Female,No,39,Yes,Healthcare,9.0,Low,1.0,Cat_6,2,7
A,460752,Male,Yes,35,Yes,Artist,9.0,Low,1.0,Cat_6,4,1
C,467264,Male,Yes,19,No,Marketing,2.0,High,5.0,Cat_6,1,6
C,461646,Female,Yes,60,Yes,Artist,,High,4.0,Cat_6,3,3
C,463570,Male,Yes,35,Yes,Artist,,Average,4.0,Cat_6,4,1
B,465277,Female,No,53,Yes,Engineer,,Low,1.0,Cat_6,2,7
B,467426,Female,Yes,86,No,Lawyer,,Low,,Cat_6,8,2
B,466258,Female,No,29,No,Healthcare,1.0,Low,3.0,Cat_6,6,5
D,463719,Female,No,26,No,Doctor,0.0,Low,1.0,Cat_6,6,5
A,460032,Male,No,36,Yes,Engineer,8.0,Low,1.0,Cat_6,7,8
D,465175,Female,No,22,No,Homemaker,0.0,Low,4.0,Cat_6,6,5
A,466610,Male,No,19,No,Marketing,0.0,Low,5.0,Cat_6,5,4
A,459036,Female,Yes,20,Yes,Lawyer,1.0,Average,3.0,Cat_3,3,3
D,464047,Male,No,43,Yes,Healthcare,3.0,Low,3.0,Cat_6,7,8
A,459496,Female,No,42,Yes,Artist,,Low,3.0,Cat_6,2,7
A,459997,Male,No,43,Yes,Entertainment,1.0,Low,2.0,Cat_4,7,8
B,463382,Female,Yes,50,Yes,Engineer,4.0,High,3.0,Cat_6,3,3
A,460967,Male,No,25,Yes,Entertainment,1.0,Low,2.0,Cat_6,7,8
B,465094,Male,Yes,61,No,Artist,1.0,High,2.0,Cat_6,1,6
A,461229,Female,Yes,28,Yes,Healthcare,0.0,Average,2.0,Cat_6,3,3
D,466442,Male,No,38,Yes,Artist,1.0,Low,1.0,Cat_6,7,8
A,464527,Male,No,25,No,Executive,12.0,Low,3.0,Cat_6,5,4
D,463560,Female,No,18,No,Healthcare,9.0,Low,5.0,Cat_4,6,5
C,460011,Male,Yes,43,Yes,Entertainment,1.0,Average,5.0,Cat_5,4,1
B,467207,Female,No,27,Yes,Artist,8.0,Low,1.0,Cat_6,2,7
D,465177,Female,No,60,Yes,Entertainment,1.0,Low,2.0,Cat_6,2,7
D,467531,Male,Yes,75,Yes,Lawyer,2.0,Low,1.0,Cat_6,4,1
D,465409,Female,No,31,No,Doctor,,Low,4.0,Cat_6,6,5
D,462842,Male,No,23,No,Doctor,6.0,Low,4.0,Cat_2,5,4
A,462124,Male,No,36,Yes,Artist,8.0,Low,1.0,Cat_6,7,8
C,466265,Male,No,30,No,Doctor,1.0,Low,1.0,Cat_3,5,4
C,459789,Male,Yes,56,No,Artist,1.0,Average,2.0,Cat_6,1,6
C,464223,Female,Yes,52,Yes,Artist,2.0,Low,2.0,Cat_6,3,3
D,460280,Male,Yes,39,Yes,Entertainment,0.0,Low,1.0,Cat_6,4,1
A,460331,Female,No,35,No,Artist,5.0,Low,1.0,Cat_6,6,5
B,461494,Male,Yes,33,No,Engineer,0.0,Average,2.0,Cat_6,1,6
A,460035,Female,No,25,Yes,Artist,0.0,Low,6.0,Cat_6,2,7
B,463812,Female,Yes,27,Yes,Artist,0.0,Average,2.0,Cat_4,3,3
A,465569,Male,Yes,35,Yes,Artist,1.0,High,3.0,Cat_6,4,1
C,466333,Female,Yes,41,Yes,Artist,1.0,Average,2.0,Cat_6,3,3
C,467668,Female,Yes,49,Yes,Artist,,Average,3.0,Cat_7,3,3
B,462723,Female,Yes,46,No,Artist,8.0,Average,2.0,Cat_6,8,2
D,460909,Female,No,31,No,Healthcare,,Low,2.0,Cat_6,6,5
C,467777,Male,No,49,Yes,Doctor,,Low,1.0,Cat_6,7,8
A,462404,Female,No,26,Yes,Artist,9.0,Low,1.0,Cat_6,2,7
B,461799,Male,Yes,43,Yes,Doctor,13.0,High,2.0,Cat_6,4,1
A,459933,Female,Yes,30,Yes,Artist,8.0,Low,4.0,Cat_6,3,3
C,463717,Female,Yes,70,Yes,Artist,1.0,Average,4.0,Cat_6,3,3
D,463652,Female,No,28,Yes,Artist,,Low,1.0,Cat_6,2,7
D,462149,Female,Yes,89,No,Lawyer,3.0,High,1.0,Cat_6,8,2
B,462769,Female,Yes,42,No,Homemaker,6.0,High,4.0,Cat_6,8,2
A,465532,Female,Yes,37,Yes,Entertainment,6.0,Average,3.0,Cat_4,3,3
D,462829,Male,Yes,29,No,Executive,1.0,Average,3.0,Cat_6,1,6
C,459210,Female,Yes,68,Yes,Artist,1.0,High,2.0,Cat_6,3,3
D,464659,Female,No,25,No,Engineer,1.0,Low,1.0,Cat_4,6,5
D,461411,Male,No,29,No,Healthcare,1.0,Low,,Cat_6,5,4
C,467759,Female,Yes,48,Yes,Doctor,0.0,Low,2.0,Cat_6,3,3
C,461475,Female,Yes,51,Yes,Doctor,1.0,Average,3.0,Cat_1,3,3
B,462714,Female,Yes,40,Yes,Engineer,1.0,High,5.0,Cat_2,3,3
B,466890,Male,Yes,47,Yes,Artist,0.0,Average,6.0,Cat_7,4,1
B,462888,Male,Yes,39,Yes,Executive,,High,3.0,Cat_6,4,1
C,467479,Male,Yes,35,Yes,Executive,1.0,Average,4.0,Cat_6,4,1
D,466799,Female,No,19,No,Healthcare,2.0,Low,3.0,Cat_6,6,5
D,466557,Female,No,21,No,Healthcare,7.0,Low,,Cat_6,6,5
B,460873,Male,Yes,46,Yes,Entertainment,0.0,Average,3.0,Cat_4,4,1
B,466776,Male,Yes,86,Yes,Lawyer,0.0,Low,1.0,Cat_6,4,1
B,459462,Male,Yes,66,Yes,Artist,0.0,High,2.0,Cat_6,4,1
D,465727,Male,No,42,No,Marketing,1.0,Low,5.0,Cat_4,5,4
B,462348,Female,Yes,73,Yes,Lawyer,1.0,High,2.0,Cat_6,3,3
A,460941,Male,Yes,72,No,Engineer,1.0,Low,1.0,Cat_6,1,6
B,461629,Male,Yes,53,Yes,Artist,0.0,Low,3.0,Cat_6,4,1
C,459907,Female,Yes,39,Yes,Artist,8.0,Average,2.0,Cat_6,3,3
D,467146,Female,No,27,No,Homemaker,9.0,Low,1.0,Cat_6,6,5
B,460916,Male,Yes,63,No,Entertainment,1.0,Average,,Cat_6,1,6
D,459196,Female,No,23,No,Healthcare,1.0,Low,3.0,Cat_4,6,5
B,465444,Female,No,30,Yes,Entertainment,0.0,Low,4.0,Cat_6,2,7
C,464186,Female,Yes,39,Yes,Artist,5.0,Average,2.0,Cat_6,3,3
B,466412,Male,Yes,26,Yes,Artist,1.0,Average,3.0,Cat_6,4,1
A,459480,Female,Yes,50,Yes,Entertainment,7.0,Low,3.0,Cat_6,3,3
C,467880,Female,Yes,45,Yes,Artist,1.0,Average,2.0,Cat_6,3,3
A,460216,Female,No,62,No,Entertainment,2.0,Low,1.0,Cat_6,6,5
A,467941,Female,No,27,Yes,Doctor,1.0,Low,3.0,Cat_6,2,7
A,466090,Male,Yes,57,Yes,Entertainment,1.0,Low,,Cat_6,4,1
A,462572,Female,Yes,30,No,Engineer,1.0,Average,7.0,Cat_4,8,2
A,467443,Male,No,32,No,Healthcare,7.0,Low,4.0,Cat_3,5,4
A,462548,Male,No,18,,Executive,,Low,5.0,Cat_4,5,4
B,459701,Male,No,47,No,Artist,3.0,Low,3.0,Cat_5,5,4
A,461139,Female,No,32,Yes,Artist,4.0,Low,4.0,Cat_2,2,7
A,461115,Female,Yes,32,No,Engineer,5.0,Low,3.0,Cat_1,8,2
B,459027,Male,Yes,67,Yes,Doctor,1.0,Average,4.0,Cat_6,4,1
C,467340,Female,Yes,77,Yes,Lawyer,0.0,High,2.0,Cat_6,3,3
C,461410,Male,Yes,79,No,,0.0,Average,2.0,,1,6
A,460857,Male,No,31,No,Entertainment,1.0,Low,1.0,Cat_4,5,4
A,464300,Male,Yes,42,Yes,Artist,0.0,Low,3.0,Cat_4,4,1
D,460532,Female,No,18,No,,0.0,Low,6.0,Cat_6,6,5
C,463287,Male,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_2,4,1
C,461392,Male,Yes,71,Yes,Artist,0.0,Average,5.0,Cat_6,4,1
A,461546,Female,Yes,72,No,Lawyer,1.0,Low,3.0,Cat_6,8,2
A,467780,Male,Yes,47,Yes,Artist,,Low,3.0,Cat_6,4,1
C,462130,Male,Yes,45,Yes,Artist,9.0,Average,2.0,Cat_6,4,1
A,464684,Female,No,40,No,Engineer,9.0,Low,5.0,Cat_4,6,5
A,462276,Female,No,36,Yes,Engineer,4.0,Low,1.0,Cat_6,2,7
B,462142,Female,No,42,Yes,Artist,,Low,1.0,Cat_6,2,7
D,462417,Male,No,30,No,Healthcare,4.0,Low,4.0,Cat_6,5,4
B,466463,Female,No,29,Yes,Healthcare,2.0,Low,4.0,Cat_4,2,7
D,464736,Male,No,28,Yes,Engineer,0.0,Low,5.0,Cat_4,7,8
D,467520,Male,,22,No,Healthcare,,Low,2.0,Cat_6,5,4
D,459835,Male,Yes,85,No,Lawyer,,Low,1.0,Cat_6,1,6
C,463855,Female,Yes,40,Yes,Artist,1.0,Average,2.0,Cat_6,3,3
C,460344,Female,Yes,52,Yes,Artist,14.0,Average,2.0,Cat_6,3,3
C,466211,Male,Yes,47,Yes,Artist,0.0,Low,,Cat_6,4,1
D,460139,Male,No,26,No,Artist,6.0,Low,6.0,Cat_5,5,4
B,464126,Female,No,55,Yes,Marketing,3.0,Low,1.0,Cat_6,2,7
D,461286,Female,No,20,No,Doctor,4.0,Low,4.0,Cat_6,6,5
C,461621,Female,Yes,87,Yes,Lawyer,0.0,High,2.0,Cat_6,3,3
A,460163,Male,No,28,No,Healthcare,0.0,Low,2.0,Cat_4,5,4
A,461958,Male,No,38,No,Artist,2.0,Low,2.0,Cat_3,5,4
B,464875,Male,Yes,42,No,Entertainment,1.0,Low,2.0,Cat_4,1,6
A,464791,Male,Yes,42,No,Marketing,0.0,High,6.0,Cat_4,1,6
D,464579,Female,No,29,No,Engineer,1.0,Low,4.0,Cat_6,6,5
A,463531,Male,No,32,Yes,Doctor,0.0,Low,4.0,Cat_6,7,8
D,462651,Male,Yes,38,No,Executive,,High,5.0,Cat_4,1,6
C,465486,Female,Yes,59,No,Artist,1.0,High,2.0,Cat_6,8,2
D,460882,Male,No,22,No,Healthcare,0.0,Low,2.0,Cat_3,5,4
D,467162,Female,No,26,No,Homemaker,9.0,Low,,Cat_4,6,5
C,461298,Female,Yes,78,Yes,Artist,1.0,High,2.0,Cat_6,3,3
A,461595,Female,No,32,Yes,Healthcare,0.0,Low,3.0,Cat_4,2,7
C,459260,Male,Yes,37,Yes,Artist,0.0,Average,4.0,Cat_7,4,1
B,462772,Male,Yes,37,Yes,Healthcare,1.0,High,4.0,Cat_6,4,1
D,462941,Male,No,67,No,Lawyer,,Low,2.0,Cat_6,5,4
B,459143,Male,Yes,47,No,Artist,0.0,High,4.0,Cat_6,1,6
A,464532,Female,Yes,68,Yes,Lawyer,0.0,High,2.0,Cat_6,3,3
C,460056,Male,No,30,Yes,Healthcare,3.0,Low,5.0,Cat_1,7,8
A,466761,Female,Yes,48,Yes,Entertainment,2.0,Low,1.0,Cat_1,3,3
C,465469,Female,No,43,Yes,Artist,6.0,Low,1.0,Cat_6,2,7
D,461886,Male,Yes,33,Yes,Healthcare,9.0,Low,2.0,Cat_6,4,1
D,465680,Male,Yes,31,No,Healthcare,0.0,Average,5.0,Cat_4,1,6
D,459316,Male,Yes,32,Yes,Healthcare,1.0,Low,2.0,Cat_6,4,1
D,465609,Female,No,21,No,Healthcare,1.0,Low,4.0,Cat_2,6,5
D,467009,Female,No,29,No,Homemaker,2.0,Low,4.0,Cat_3,6,5
A,461766,Female,Yes,35,Yes,Artist,1.0,Low,2.0,Cat_4,3,3
A,464938,Male,Yes,46,No,Artist,0.0,Low,3.0,Cat_4,1,6
B,462034,Female,Yes,38,Yes,Artist,9.0,High,2.0,Cat_2,3,3
C,464049,Female,No,32,Yes,Healthcare,1.0,Low,3.0,Cat_6,2,7
A,467925,Female,No,28,Yes,Artist,3.0,Low,7.0,Cat_2,2,7
A,463711,Female,Yes,68,Yes,Lawyer,3.0,Low,1.0,Cat_6,3,3
C,463846,Female,Yes,45,Yes,Artist,4.0,Low,1.0,Cat_6,3,3
C,462064,Male,Yes,58,Yes,Artist,0.0,Average,3.0,Cat_7,4,1
A,463249,Male,No,28,No,Entertainment,1.0,Low,2.0,Cat_7,5,4
A,464217,Female,No,32,No,Healthcare,12.0,Low,3.0,Cat_6,6,5
B,463378,Male,No,30,Yes,Doctor,1.0,Low,1.0,Cat_3,7,8
D,463035,Female,Yes,42,No,Homemaker,3.0,Average,4.0,Cat_6,8,2
D,459656,Male,No,22,No,,,Low,6.0,Cat_1,5,4
C,463114,Male,No,41,Yes,Artist,,Low,3.0,Cat_6,7,8
D,465309,Female,No,18,No,Healthcare,6.0,Low,4.0,Cat_7,6,5
D,462688,Female,Yes,29,Yes,Healthcare,8.0,Low,3.0,Cat_3,3,3
A,459255,Female,No,33,Yes,Healthcare,0.0,Low,3.0,Cat_6,2,7
A,467385,Male,No,47,No,Artist,1.0,Low,,Cat_4,5,4
A,467492,Female,Yes,57,Yes,Doctor,1.0,Low,2.0,Cat_7,3,3
D,460789,Male,Yes,36,Yes,Executive,1.0,Low,3.0,Cat_6,4,1
C,467307,Male,Yes,57,Yes,Executive,1.0,High,3.0,Cat_6,4,1
D,464026,Male,No,18,No,Healthcare,1.0,Low,2.0,Cat_6,5,4
C,464645,Male,,52,Yes,Artist,1.0,Average,5.0,Cat_4,4,1
C,462493,Male,Yes,52,Yes,Artist,1.0,Average,6.0,Cat_6,4,1
B,460685,Male,No,51,,Artist,6.0,Low,4.0,Cat_4,5,4
B,460452,Female,Yes,37,Yes,Entertainment,0.0,Average,2.0,Cat_1,3,3
A,459322,Male,No,36,Yes,Marketing,0.0,Low,1.0,Cat_6,7,8
A,464066,Female,No,29,Yes,Healthcare,9.0,Low,3.0,Cat_4,2,7
C,461114,Male,Yes,45,Yes,Artist,1.0,Average,4.0,Cat_3,4,1
B,465165,Male,No,61,Yes,Artist,0.0,Low,1.0,Cat_6,7,8
A,464526,Male,Yes,52,Yes,Entertainment,1.0,Average,4.0,Cat_6,4,1
A,460666,Female,Yes,49,Yes,Homemaker,14.0,Low,1.0,Cat_6,3,3
B,465417,Male,Yes,40,Yes,Entertainment,,Average,2.0,Cat_4,4,1
C,464096,Female,No,31,No,Healthcare,1.0,Low,5.0,Cat_4,6,5
A,464891,Male,Yes,42,No,Entertainment,1.0,Low,3.0,Cat_4,1,6
C,460107,Male,Yes,51,Yes,Engineer,1.0,Average,5.0,Cat_6,4,1
D,467708,Female,No,42,Yes,Healthcare,8.0,Low,1.0,Cat_7,2,7
C,461873,Male,No,29,Yes,Doctor,1.0,Low,4.0,Cat_6,7,8
A,465181,Female,No,33,Yes,Healthcare,8.0,Low,1.0,Cat_4,2,7
D,467204,Male,No,27,Yes,Healthcare,,Low,3.0,Cat_6,7,8
D,467320,Female,No,21,No,Healthcare,0.0,Low,4.0,Cat_2,6,5
B,459468,Male,Yes,35,No,Artist,9.0,Average,3.0,Cat_6,1,6
A,467316,Female,No,42,Yes,Doctor,0.0,Low,1.0,Cat_6,2,7
C,466182,Female,No,41,Yes,Artist,2.0,Low,1.0,Cat_6,2,7
B,463757,Male,No,39,Yes,Artist,0.0,Low,3.0,Cat_6,7,8
A,462314,Female,No,28,No,Doctor,14.0,Low,1.0,Cat_6,6,5
B,466392,Female,Yes,45,Yes,Engineer,3.0,Average,,Cat_3,3,3
B,466652,Female,Yes,61,Yes,Doctor,1.0,Average,2.0,Cat_6,3,3
C,461664,Male,Yes,62,Yes,Artist,0.0,Average,4.0,Cat_6,4,1
C,464105,Male,Yes,65,Yes,Entertainment,1.0,Average,2.0,Cat_6,4,1
A,466790,Male,Yes,45,Yes,Doctor,1.0,Average,2.0,Cat_3,4,1
B,463844,Female,Yes,26,Yes,Engineer,9.0,Low,2.0,Cat_6,3,3
C,462913,Female,No,25,Yes,Artist,4.0,Low,5.0,Cat_6,2,7
C,465541,Female,Yes,45,Yes,Artist,1.0,Average,4.0,Cat_7,3,3
B,459149,Male,Yes,43,No,Executive,0.0,High,4.0,Cat_6,1,6
C,464508,Male,Yes,49,Yes,Executive,1.0,High,3.0,Cat_6,4,1
C,458999,Male,Yes,55,Yes,Artist,1.0,Average,2.0,Cat_6,4,1
B,459947,Female,No,37,Yes,Artist,3.0,Low,1.0,Cat_6,2,7
C,465500,Male,Yes,65,Yes,Entertainment,1.0,High,2.0,Cat_6,4,1
C,466009,Female,No,32,No,,10.0,Low,5.0,Cat_6,6,5
A,466338,Female,No,39,No,Engineer,0.0,Low,3.0,Cat_4,6,5
C,465122,Female,Yes,40,Yes,Artist,2.0,Average,2.0,Cat_6,3,3
C,465230,Male,Yes,72,Yes,Entertainment,1.0,Average,3.0,Cat_6,4,1
B,466369,Female,No,38,No,Homemaker,5.0,Low,1.0,Cat_2,6,5
D,463939,Male,No,26,No,Marketing,0.0,Low,5.0,Cat_6,5,4
D,460825,Male,No,30,Yes,Doctor,1.0,Low,3.0,Cat_4,7,8
A,461125,Male,Yes,51,Yes,Homemaker,1.0,Low,,Cat_4,4,1
A,463471,Male,No,57,Yes,Marketing,1.0,Low,4.0,Cat_7,7,8
D,467415,Female,No,31,Yes,Healthcare,1.0,Low,1.0,Cat_6,2,7
A,465879,Male,No,39,Yes,Artist,0.0,Low,1.0,Cat_6,7,8
A,463961,Female,No,30,No,Engineer,0.0,Low,4.0,Cat_4,6,5
A,462634,Female,Yes,43,No,Artist,0.0,Average,3.0,Cat_4,8,2
C,463622,Male,No,27,Yes,Healthcare,8.0,Low,1.0,Cat_3,7,8
C,466624,Female,Yes,46,No,Artist,0.0,Average,4.0,Cat_3,8,2
B,467785,Male,Yes,43,No,Artist,1.0,Low,2.0,Cat_6,1,6
A,461928,Male,Yes,69,Yes,Lawyer,,Low,1.0,,4,1
D,460578,Male,Yes,28,No,Entertainment,8.0,Average,4.0,Cat_7,1,6
D,460198,Male,No,43,Yes,Entertainment,9.0,Low,1.0,Cat_6,7,8
D,467468,Female,No,27,No,Healthcare,,Low,5.0,Cat_7,6,5
D,463581,Female,No,28,Yes,Healthcare,1.0,Low,3.0,Cat_6,2,7
D,463968,Male,No,33,No,Artist,,Low,4.0,Cat_6,5,4
B,465414,Female,No,30,No,Engineer,0.0,Low,1.0,,6,5
D,464574,Male,No,58,No,Healthcare,4.0,Low,2.0,Cat_6,5,4
A,462312,Female,No,38,Yes,Engineer,8.0,Low,4.0,Cat_6,2,7
D,467971,Female,No,31,Yes,Artist,1.0,Low,4.0,Cat_6,2,7
D,464746,Male,Yes,32,No,Executive,4.0,Average,5.0,Cat_4,1,6
C,459298,Male,Yes,45,Yes,Artist,4.0,Average,4.0,Cat_6,4,1
A,466414,Male,Yes,66,Yes,Artist,1.0,Low,3.0,Cat_6,4,1
C,460773,Female,Yes,51,Yes,Artist,1.0,Average,3.0,Cat_6,3,3
C,461594,Female,Yes,59,Yes,Artist,,Average,2.0,Cat_6,3,3
B,462713,Female,No,40,Yes,Engineer,,Low,1.0,Cat_3,2,7
C,465163,Male,Yes,46,Yes,Artist,11.0,Average,5.0,Cat_6,4,1
D,462222,Male,No,20,No,Healthcare,1.0,Low,6.0,Cat_4,5,4
C,459342,Female,Yes,84,No,Lawyer,1.0,High,2.0,Cat_6,8,2
D,463006,Female,No,41,Yes,Marketing,,Low,1.0,Cat_6,2,7
C,463029,Male,Yes,51,No,Artist,,Average,3.0,Cat_6,1,6
A,460767,Male,Yes,57,Yes,Entertainment,8.0,Average,5.0,Cat_2,4,1
A,464319,Female,No,33,No,Doctor,0.0,Low,1.0,Cat_6,6,5
D,462828,Male,No,25,No,Marketing,3.0,Low,3.0,Cat_5,5,4
A,459873,Male,Yes,55,Yes,Artist,,Average,3.0,Cat_4,4,1
A,461608,Female,Yes,56,Yes,Executive,,High,4.0,Cat_1,3,3
C,465155,Male,Yes,77,Yes,Lawyer,1.0,Low,1.0,Cat_6,4,1
A,461704,Male,Yes,30,Yes,Healthcare,1.0,Low,2.0,Cat_6,4,1
D,464826,Male,No,23,No,Healthcare,6.0,Low,5.0,Cat_4,5,4
B,462677,Female,No,43,Yes,Artist,2.0,Low,4.0,Cat_6,2,7
A,465006,Male,No,39,Yes,Entertainment,5.0,Low,1.0,Cat_6,7,8
D,463483,Male,Yes,29,No,Executive,1.0,High,2.0,Cat_6,1,6
D,459816,Male,Yes,37,Yes,Doctor,,Low,2.0,Cat_6,4,1
D,459002,Female,Yes,45,No,Engineer,2.0,Low,2.0,Cat_6,8,2
D,465990,Male,Yes,48,No,Executive,2.0,High,2.0,Cat_2,1,6
A,466044,Male,Yes,27,No,Entertainment,0.0,Average,4.0,Cat_6,1,6
B,461163,Female,Yes,60,No,Entertainment,9.0,Low,4.0,Cat_3,8,2
B,467106,Male,Yes,45,Yes,Entertainment,4.0,Average,3.0,Cat_2,4,1
D,467373,Male,No,31,Yes,Healthcare,,Low,1.0,Cat_6,7,8
C,461256,Male,No,33,No,Doctor,1.0,Low,4.0,Cat_4,5,4
D,466522,Male,,18,No,,6.0,High,4.0,Cat_3,1,6
B,459010,Female,Yes,48,Yes,Artist,,Average,3.0,Cat_6,3,3
A,466537,Female,Yes,83,No,Lawyer,,Low,2.0,Cat_6,8,2
A,459046,Male,Yes,57,Yes,Executive,,Low,4.0,Cat_2,4,1
D,459335,Male,No,26,Yes,Healthcare,,Low,3.0,Cat_1,7,8
A,462695,Male,Yes,51,Yes,Artist,8.0,Low,5.0,Cat_6,4,1
C,466208,Male,Yes,67,No,Executive,2.0,High,1.0,Cat_6,1,6
C,462128,Male,Yes,38,Yes,Artist,9.0,Average,2.0,Cat_6,4,1
C,467329,Female,No,40,Yes,Doctor,0.0,Low,1.0,Cat_6,2,7
B,461609,Female,Yes,45,Yes,Artist,5.0,Average,2.0,Cat_6,3,3
C,464470,Male,Yes,48,Yes,Artist,0.0,Average,4.0,Cat_6,4,1
C,462705,Female,Yes,69,No,Lawyer,0.0,Average,2.0,Cat_6,8,2
D,465255,Male,No,21,No,Healthcare,9.0,Low,5.0,Cat_6,5,4
B,462536,Female,Yes,48,No,Engineer,1.0,High,,Cat_6,8,2
D,461186,Female,No,18,No,Healthcare,,Low,3.0,Cat_3,6,5
C,466018,Male,Yes,72,Yes,Artist,0.0,Low,3.0,Cat_4,4,1
D,461385,Male,Yes,85,No,Lawyer,,Low,1.0,Cat_6,1,6
D,459115,Female,No,21,No,Marketing,1.0,Low,5.0,Cat_4,6,5
A,461263,Female,Yes,48,Yes,Artist,1.0,Low,1.0,Cat_4,3,3
A,460027,Female,No,37,Yes,Entertainment,6.0,Low,,Cat_6,2,7
D,460366,Male,No,28,No,Healthcare,1.0,Low,5.0,Cat_4,5,4
A,464106,Male,Yes,55,Yes,Entertainment,1.0,Low,2.0,Cat_6,4,1
C,465696,Female,No,56,Yes,Artist,0.0,Low,2.0,Cat_6,2,7
C,461627,Male,Yes,50,Yes,Doctor,1.0,Low,2.0,Cat_6,4,1
D,467963,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_6,5,4
D,462437,Male,No,18,No,Healthcare,0.0,Low,6.0,Cat_6,5,4
B,467543,Male,Yes,68,Yes,Lawyer,0.0,High,2.0,Cat_6,4,1
C,465206,Male,Yes,47,Yes,Artist,13.0,Low,1.0,Cat_6,4,1
B,463040,Male,Yes,75,No,Lawyer,1.0,High,2.0,Cat_6,1,6
C,461668,Male,Yes,50,Yes,Artist,3.0,Average,4.0,Cat_2,4,1
D,461955,Male,No,31,Yes,Healthcare,0.0,Low,4.0,Cat_6,7,8
A,467139,Female,No,30,Yes,Artist,0.0,Low,3.0,Cat_6,2,7
A,459366,Female,Yes,41,Yes,Artist,0.0,Low,4.0,Cat_6,3,3
A,460689,Male,Yes,41,,Executive,6.0,High,2.0,Cat_3,1,6
A,462167,Female,Yes,35,No,Healthcare,2.0,Low,1.0,Cat_6,8,2
D,466752,Male,Yes,37,Yes,Healthcare,0.0,Low,1.0,Cat_6,4,1
D,462778,Male,Yes,60,Yes,Entertainment,0.0,Low,,Cat_6,4,1
C,466902,Male,Yes,50,Yes,Doctor,0.0,Average,3.0,Cat_6,4,1
C,459534,Male,Yes,36,Yes,Artist,0.0,Average,2.0,Cat_6,4,1
A,463399,Female,No,26,No,Marketing,3.0,Low,3.0,Cat_3,6,5
D,465538,Male,Yes,62,No,,7.0,High,2.0,Cat_6,1,6
D,464878,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_4,5,4
D,467599,Female,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,6,5
C,466226,Female,Yes,45,Yes,Artist,0.0,Average,5.0,Cat_6,3,3
D,463576,Female,No,31,No,Doctor,0.0,Low,4.0,Cat_6,6,5
C,464911,Male,Yes,56,Yes,Artist,0.0,Average,3.0,Cat_4,4,1
A,466457,Female,Yes,62,,Lawyer,8.0,Low,5.0,Cat_6,3,3
B,463909,Female,No,25,Yes,Healthcare,1.0,Low,3.0,Cat_6,2,7
B,466099,Female,Yes,73,Yes,Lawyer,1.0,Low,1.0,Cat_6,3,3
C,464427,Male,Yes,62,Yes,Doctor,1.0,Average,4.0,Cat_3,4,1
A,463951,Male,Yes,46,No,Entertainment,0.0,Average,3.0,Cat_6,1,6
C,465638,Female,Yes,51,Yes,Artist,,Low,,Cat_3,3,3
A,465289,Male,Yes,25,Yes,Executive,1.0,High,2.0,Cat_6,4,1
B,466718,Male,Yes,66,,Executive,0.0,High,2.0,Cat_6,4,1
A,464219,Male,No,27,Yes,Marketing,1.0,Low,2.0,Cat_3,7,8
A,467098,Male,Yes,87,No,Executive,1.0,Low,2.0,Cat_6,1,6
A,467451,Female,Yes,47,Yes,Artist,0.0,Low,1.0,Cat_1,3,3
C,465137,Male,Yes,57,Yes,Artist,1.0,Average,4.0,Cat_6,4,1
A,462289,Male,Yes,60,Yes,Artist,0.0,Average,4.0,Cat_3,4,1
B,467459,Male,Yes,40,Yes,Executive,,High,5.0,Cat_6,4,1
A,460308,Female,No,32,Yes,Doctor,7.0,Low,,Cat_2,2,7
D,467647,Male,No,28,Yes,Healthcare,2.0,Low,3.0,Cat_6,7,8
C,459803,Male,No,39,Yes,Doctor,4.0,Low,3.0,Cat_6,7,8
D,465972,Female,No,47,Yes,Marketing,9.0,Low,1.0,Cat_6,2,7
C,459414,Female,No,39,Yes,,8.0,Low,,Cat_6,2,7
A,466173,Male,No,28,No,Entertainment,1.0,Low,,Cat_3,5,4
A,464136,Male,Yes,69,Yes,Artist,0.0,Average,3.0,Cat_6,4,1
